ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
1831,Al2O3,125.7,Thermal Evaporation,Silicon Wafer,2.92,1.73,4.68,70.144145,93.68,Transparent Conductors,S20
1832,MoS2,83.0,Sputtering,Quartz,2.11,3.78,3.31,32.981213,91.79,Optoelectronics,S25
1833,SiO2,122.9,Thermal Evaporation,Silicon Wafer,2.44,3.16,2.88,58.045595,93.92,Solar Cells,S12
1834,SnO2,138.8,ALD,PET,2.71,1.12,1.03,56.770168,91.53,Sensors,S23
1835,ITO,79.0,ALD,Quartz,2.62,1.24,3.05,20.249218,85.79,Transparent Conductors,S12
1836,SnO2,79.7,CVD,Glass,1.76,3.97,3.13,15.752746,91.74,Optoelectronics,S24
1837,SnO2,83.8,Sputtering,Quartz,2.06,2.5,3.33,23.357432,94.01,Solar Cells,S8
1838,SnO2,92.2,CVD,Glass,1.72,1.18,4.57,79.740688,85.96,Sensors,S22
1839,MoS2,128.2,Thermal Evaporation,Silicon Wafer,2.28,3.92,3.02,69.636296,75.73,Sensors,S25
1840,ITO,94.5,ALD,Silicon Wafer,1.58,1.22,4.42,91.154441,82.67,Transparent Conductors,S17
1841,SiO2,68.4,ALD,Glass,2.25,3.69,2.85,68.601195,86.51,Solar Cells,S1
1842,ITO,116.5,Sputtering,Quartz,1.99,2.43,2.54,14.683319,88.44,Solar Cells,S21
1843,Graphene,110.4,Sputtering,Glass,1.55,3.01,1.93,8.176455,72.6,Solar Cells,S16
1844,Al2O3,62.5,Sputtering,Quartz,1.94,1.21,2.43,47.027044,88.19,Solar Cells,S6
1845,ITO,82.2,ALD,Glass,2.25,3.1,4.28,32.585921,83.16,Transparent Conductors,S10
1846,SiO2,95.3,ALD,PET,1.63,1.54,1.61,73.860315,92.09,Sensors,S22
1847,TiO2,79.1,CVD,PET,2.3,1.38,1.49,22.496055,72.73,Transparent Conductors,S5
1848,SiO2,115.2,ALD,PET,2.62,2.57,4.21,52.186595,83.83,Optoelectronics,S14
1849,Al2O3,98.0,Spin Coating,Silicon Wafer,2.31,2.4,3.12,52.220414,78.64,Solar Cells,S1
1850,SiO2,75.8,Thermal Evaporation,Glass,2.5,3.34,4.9,80.173889,86.58,Transparent Conductors,S20
1851,ITO,75.3,Thermal Evaporation,Silicon Wafer,2.9,3.5,0.82,28.578258,76.07,Solar Cells,S20
1852,Graphene,73.3,Thermal Evaporation,PET,1.81,1.71,2.89,23.190208,94.52,Sensors,S16
1853,Al2O3,123.8,ALD,PET,2.55,3.67,1.44,11.845002,71.53,Optoelectronics,S24
1854,SiO2,63.8,Sputtering,Quartz,2.98,3.38,3.72,91.984725,72.81,Sensors,S8
1855,SiO2,146.5,Spin Coating,PET,2.35,1.73,2.92,23.212862,85.8,Optoelectronics,S8
1856,Graphene,89.8,Sputtering,Quartz,2.3,2.99,3.85,95.064969,87.85,Transparent Conductors,S4
1857,MoS2,124.4,Spin Coating,Glass,2.76,1.51,1.18,5.716315,90.24,Sensors,S12
1858,TiO2,128.3,ALD,PET,2.45,2.35,2.58,74.024287,94.94,Optoelectronics,S21
1859,TiO2,58.1,Sputtering,Quartz,2.16,2.58,3.48,97.056243,87.6,Sensors,S18
1860,Al2O3,78.0,Sputtering,Glass,2.99,1.45,1.15,97.5461,83.77,Optoelectronics,S18
1861,Al2O3,134.9,CVD,Quartz,2.11,1.89,0.63,32.37433,88.68,Transparent Conductors,S6
1862,SnO2,115.2,CVD,Quartz,1.65,2.24,4.65,62.918456,94.24,Solar Cells,S14
1863,Al2O3,105.8,Thermal Evaporation,Silicon Wafer,2.07,3.7,3.84,61.329283,88.56,Solar Cells,S3
1864,ITO,88.3,ALD,Silicon Wafer,1.65,2.14,4.56,82.221685,84.04,Transparent Conductors,S25
1865,TiO2,103.4,CVD,Quartz,1.79,2.4,1.28,63.168792,80.47,Optoelectronics,S21
1866,SiO2,120.3,Sputtering,Glass,2.05,2.93,2.19,44.835648,82.44,Solar Cells,S23
1867,Graphene,78.1,ALD,Quartz,2.43,1.11,1.88,13.878072,79.24,Transparent Conductors,S3
1868,ZnO,114.3,Spin Coating,Silicon Wafer,1.98,3.6,1.63,92.957845,82.55,Transparent Conductors,S10
1869,SnO2,91.5,CVD,Silicon Wafer,2.16,2.82,1.28,2.830947,81.74,Sensors,S12
1870,ZnO,79.1,ALD,Glass,2.62,1.42,2.07,64.551832,84.47,Sensors,S10
1871,SnO2,107.4,CVD,Quartz,2.55,2.35,2.63,36.653169,82.63,Optoelectronics,S23
1872,Graphene,148.5,ALD,Silicon Wafer,2.81,2.91,4.7,83.316895,77.45,Transparent Conductors,S24
1873,ZnO,129.7,Spin Coating,PET,2.17,2.49,2.63,8.104014,86.12,Optoelectronics,S22
1874,Al2O3,115.5,Thermal Evaporation,Silicon Wafer,2.05,3.11,2.34,26.542463,77.2,Optoelectronics,S24
1875,Graphene,42.6,Thermal Evaporation,Silicon Wafer,2.6,1.62,1.7,70.35821,73.22,Sensors,S23
1876,Al2O3,106.0,ALD,Glass,2.25,1.1,3.88,14.890001,73.3,Transparent Conductors,S2
1877,TiO2,72.2,CVD,Quartz,1.68,2.15,2.61,11.181859,83.54,Solar Cells,S15
1878,TiO2,92.6,Sputtering,Silicon Wafer,2.64,3.51,4.17,79.861229,79.92,Optoelectronics,S17
1879,Graphene,88.5,CVD,Silicon Wafer,2.15,2.7,1.95,29.193772,78.69,Solar Cells,S18
1880,SiO2,107.5,Spin Coating,PET,2.29,1.62,2.94,10.405441,83.78,Solar Cells,S18
1881,ZnO,38.3,Thermal Evaporation,Quartz,2.55,1.17,4.34,87.656297,85.75,Optoelectronics,S6
1882,Al2O3,67.1,Sputtering,Quartz,2.73,2.4,0.95,92.054494,94.41,Solar Cells,S2
1883,SiO2,32.3,Sputtering,Silicon Wafer,1.74,1.41,2.68,10.757785,92.46,Sensors,S5
1884,ITO,112.5,Sputtering,Quartz,1.78,3.91,1.44,33.163877,82.55,Solar Cells,S17
1885,MoS2,115.9,Thermal Evaporation,Silicon Wafer,2.71,1.2,2.47,21.304276,71.73,Transparent Conductors,S15
1886,ZnO,84.8,ALD,Quartz,2.95,2.27,3.21,96.594704,89.2,Sensors,S17
1887,Al2O3,105.2,CVD,PET,2.77,1.61,2.96,58.764584,71.52,Optoelectronics,S9
1888,MoS2,100.7,Thermal Evaporation,PET,2.0,3.44,4.92,55.000307,94.65,Transparent Conductors,S13
1889,Al2O3,113.4,Sputtering,PET,2.39,2.66,3.84,76.347533,84.26,Sensors,S6
1890,SnO2,99.3,Spin Coating,PET,2.34,3.65,4.07,60.640586,89.82,Solar Cells,S8
1891,ZnO,110.3,Sputtering,Quartz,1.73,3.95,1.57,5.593489,79.05,Solar Cells,S14
1892,SnO2,107.7,CVD,Quartz,2.64,1.01,2.5,79.124919,74.3,Sensors,S13
1893,SnO2,116.8,CVD,Silicon Wafer,2.91,1.14,1.28,2.080008,91.29,Transparent Conductors,S7
1894,Graphene,48.1,CVD,Silicon Wafer,2.79,1.0,1.37,17.11633,77.16,Sensors,S6
1895,ITO,67.4,Thermal Evaporation,Quartz,2.73,3.98,1.01,83.924356,89.76,Solar Cells,S7
1896,TiO2,125.4,Sputtering,Silicon Wafer,1.55,1.12,3.51,64.091051,89.55,Optoelectronics,S14
1897,TiO2,169.6,Thermal Evaporation,Quartz,2.45,1.97,2.67,11.976274,75.67,Solar Cells,S9
1898,SiO2,84.2,Thermal Evaporation,Glass,1.63,3.41,1.53,57.431439,93.56,Solar Cells,S19
1899,ITO,37.8,Thermal Evaporation,Silicon Wafer,2.19,1.68,2.55,93.692026,77.32,Transparent Conductors,S17
1900,ZnO,113.2,Thermal Evaporation,PET,1.67,2.14,2.97,66.658705,70.53,Solar Cells,S16
1901,SnO2,135.5,Thermal Evaporation,Silicon Wafer,2.76,2.68,2.7,97.627136,81.65,Optoelectronics,S15
1902,SiO2,130.4,CVD,Silicon Wafer,2.43,2.53,0.72,93.432082,73.89,Solar Cells,S2
1903,Graphene,105.6,Sputtering,Quartz,2.43,1.77,2.89,27.953497,88.26,Optoelectronics,S19
1904,SiO2,83.9,Sputtering,Glass,1.54,3.36,2.25,24.016473,92.54,Optoelectronics,S12
1905,ITO,123.1,Sputtering,PET,2.31,1.32,3.77,10.6656,74.55,Transparent Conductors,S1
1906,ZnO,80.5,ALD,Silicon Wafer,2.4,3.18,2.44,52.138204,91.44,Sensors,S25
1907,SiO2,143.4,CVD,PET,1.58,2.77,2.22,82.842565,77.81,Optoelectronics,S24
1908,Al2O3,60.8,Sputtering,Silicon Wafer,2.79,2.08,2.88,31.96922,81.82,Sensors,S8
1909,ITO,73.3,Sputtering,PET,2.77,3.89,1.52,79.68676,87.02,Solar Cells,S10
1910,SiO2,73.2,Sputtering,PET,2.02,2.41,3.03,51.309231,85.7,Sensors,S2
1911,ITO,94.0,Sputtering,PET,2.09,1.68,1.7,45.235441,87.09,Transparent Conductors,S4
1912,MoS2,82.9,Spin Coating,PET,2.19,3.64,3.73,13.772702,89.43,Optoelectronics,S9
1913,Graphene,50.3,CVD,PET,1.68,3.92,2.23,67.228635,94.07,Solar Cells,S17
1914,SnO2,132.7,Sputtering,PET,1.66,1.58,4.53,50.382449,78.54,Solar Cells,S3
1915,SnO2,111.0,Spin Coating,Quartz,2.51,3.88,0.88,19.487728,81.03,Transparent Conductors,S16
1916,Graphene,88.0,Spin Coating,Quartz,2.8,3.81,3.88,48.468899,83.3,Optoelectronics,S19
1917,ITO,142.9,Thermal Evaporation,PET,1.89,2.59,1.58,23.959688,80.61,Sensors,S2
1918,SiO2,79.4,Spin Coating,Glass,1.84,3.93,2.19,94.599206,94.83,Transparent Conductors,S15
1919,ITO,115.5,Sputtering,PET,2.99,1.15,4.37,45.718597,93.18,Optoelectronics,S15
1920,SiO2,67.7,Spin Coating,Glass,1.86,3.63,1.98,30.766394,70.96,Sensors,S8
1921,MoS2,69.5,Thermal Evaporation,Glass,2.35,3.88,0.79,26.001041,83.78,Transparent Conductors,S7
1922,MoS2,140.9,CVD,Silicon Wafer,2.71,2.03,3.53,13.43002,78.73,Optoelectronics,S12
1923,Al2O3,130.1,Sputtering,Silicon Wafer,2.92,1.62,2.04,68.620537,71.66,Optoelectronics,S7
1924,ZnO,74.2,CVD,Silicon Wafer,2.98,1.01,2.35,6.365994,72.32,Solar Cells,S18
1925,MoS2,62.5,CVD,Quartz,2.26,2.31,1.74,91.614949,77.3,Optoelectronics,S22
1926,Al2O3,112.3,CVD,PET,2.52,1.52,3.48,32.541939,85.92,Sensors,S9
1927,SnO2,96.7,Thermal Evaporation,PET,2.45,1.42,2.18,28.325218,84.58,Solar Cells,S15
1928,Graphene,89.1,CVD,PET,1.77,2.25,3.53,90.781578,92.11,Transparent Conductors,S2
1929,SnO2,79.3,CVD,Glass,1.82,2.84,4.04,6.882842,89.43,Sensors,S18
1930,ZnO,148.9,CVD,Glass,2.8,2.68,4.79,85.034836,87.51,Sensors,S5
1931,Al2O3,222.6,ALD,Quartz,2.29,2.09,2.97,53.971406,71.68,Sensors,S19
1932,MoS2,76.3,Sputtering,Silicon Wafer,2.43,2.09,2.91,64.698775,79.97,Sensors,S1
1933,TiO2,58.4,CVD,Silicon Wafer,2.46,3.7,2.13,22.395235,81.32,Sensors,S2
1934,ITO,143.1,Spin Coating,PET,1.79,1.68,1.7,78.09452,93.02,Transparent Conductors,S16
1935,Al2O3,112.4,CVD,PET,2.23,2.42,1.66,15.699412,79.62,Transparent Conductors,S4
1936,ITO,107.0,ALD,Quartz,1.97,3.86,1.36,21.723864,92.06,Solar Cells,S7
1937,TiO2,79.7,Thermal Evaporation,Glass,1.87,2.52,3.13,54.296834,87.04,Optoelectronics,S11
1938,SnO2,134.6,Thermal Evaporation,Glass,2.91,2.69,4.08,2.902718,71.2,Sensors,S10
1939,SiO2,131.8,Spin Coating,Quartz,1.79,2.32,0.86,72.114224,81.11,Transparent Conductors,S18
1940,Graphene,120.4,Spin Coating,Quartz,1.89,3.5,3.17,24.011725,77.44,Transparent Conductors,S5
1941,ITO,61.6,ALD,PET,2.25,2.63,4.06,97.721223,86.03,Sensors,S9
1942,MoS2,126.5,Spin Coating,Quartz,2.5,1.78,3.35,73.975639,87.38,Optoelectronics,S19
1943,MoS2,80.7,CVD,Silicon Wafer,1.59,2.29,4.86,18.475724,73.98,Transparent Conductors,S19
1944,ITO,117.5,Spin Coating,Glass,2.48,3.07,3.43,35.172078,75.77,Transparent Conductors,S17
1945,MoS2,102.6,CVD,Quartz,1.94,3.18,3.38,27.554953,82.28,Optoelectronics,S17
1946,Graphene,127.7,Thermal Evaporation,Silicon Wafer,2.24,1.75,1.07,8.809991,92.67,Sensors,S10
1947,TiO2,93.9,CVD,Glass,2.14,2.41,4.88,36.086437,91.74,Sensors,S17
1948,ITO,119.6,ALD,Quartz,2.24,3.01,3.46,33.054514,70.56,Transparent Conductors,S3
1949,MoS2,94.4,Spin Coating,Quartz,1.9,1.13,4.2,7.794644,70.54,Optoelectronics,S21
1950,SiO2,102.9,Sputtering,Glass,2.48,1.17,3.63,40.838292,82.75,Optoelectronics,S25
1951,Al2O3,85.9,CVD,PET,2.7,2.17,2.97,20.256933,87.41,Transparent Conductors,S20
1952,SiO2,154.0,ALD,PET,2.21,2.61,2.6,13.089932,88.17,Solar Cells,S12
1953,MoS2,90.7,Spin Coating,Silicon Wafer,2.7,3.87,0.55,90.4353,75.9,Sensors,S21
1954,SnO2,88.9,Sputtering,PET,2.03,3.24,2.52,12.152333,79.73,Solar Cells,S13
1955,ITO,131.3,Sputtering,PET,2.99,1.51,1.41,44.192694,77.23,Transparent Conductors,S8
1956,ITO,142.2,Spin Coating,PET,1.7,1.82,2.11,19.139036,86.4,Transparent Conductors,S16
1957,ZnO,69.4,CVD,PET,1.89,2.62,4.55,79.372554,70.8,Sensors,S5
1958,TiO2,87.0,Thermal Evaporation,Glass,1.66,3.3,2.43,66.823449,88.35,Sensors,S25
1959,ZnO,144.0,CVD,Glass,2.36,1.32,5.0,39.137956,72.67,Optoelectronics,S14
1960,SnO2,91.1,Thermal Evaporation,Glass,2.86,3.89,3.56,42.931659,74.22,Transparent Conductors,S20
1961,MoS2,76.1,Spin Coating,Quartz,1.86,1.41,2.2,46.493737,91.71,Optoelectronics,S13
1962,MoS2,124.5,Spin Coating,PET,1.54,1.58,4.13,67.342492,80.43,Solar Cells,S4
1963,SiO2,85.9,Spin Coating,Quartz,2.14,3.92,0.54,14.502117,86.91,Optoelectronics,S12
1964,Al2O3,109.1,Thermal Evaporation,Silicon Wafer,2.03,2.75,3.6,28.214247,92.38,Sensors,S25
1965,ITO,82.4,CVD,Silicon Wafer,2.56,3.87,1.09,89.661577,76.29,Solar Cells,S16
1966,Graphene,126.8,Sputtering,PET,2.02,1.03,1.03,78.322136,91.57,Optoelectronics,S7
1967,Graphene,78.5,Sputtering,PET,2.84,2.12,2.76,0.44307,82.63,Solar Cells,S9
1968,ZnO,109.4,Spin Coating,PET,1.9,3.52,2.66,26.757744,70.52,Solar Cells,S5
1969,SnO2,127.6,Sputtering,Silicon Wafer,2.18,2.72,2.96,4.736268,71.14,Sensors,S24
1970,Al2O3,125.1,Spin Coating,Glass,2.73,1.99,4.87,49.632151,70.25,Solar Cells,S14
1971,ITO,101.7,Thermal Evaporation,PET,1.68,3.97,0.67,50.359807,93.97,Optoelectronics,S9
1972,SnO2,119.8,Thermal Evaporation,PET,2.8,2.19,0.52,38.43712,86.32,Sensors,S21
1973,TiO2,92.7,CVD,Silicon Wafer,1.97,3.25,4.36,9.366371,93.08,Transparent Conductors,S7
1974,ZnO,144.8,Spin Coating,Quartz,2.98,1.9,1.7,0.297709,84.94,Solar Cells,S11
1975,Graphene,153.5,Spin Coating,Silicon Wafer,1.93,1.08,2.54,96.43106,89.72,Transparent Conductors,S11
1976,SiO2,71.4,Sputtering,Glass,2.85,3.96,2.34,62.168867,77.15,Solar Cells,S18
1977,TiO2,114.9,Sputtering,Glass,1.79,3.86,2.94,60.275937,71.36,Transparent Conductors,S2
1978,Al2O3,107.3,CVD,Silicon Wafer,2.47,3.19,2.17,27.980867,71.24,Optoelectronics,S2
1979,SiO2,124.9,Sputtering,Silicon Wafer,1.81,3.32,2.87,70.746285,73.24,Sensors,S3
1980,ZnO,87.0,Spin Coating,Glass,2.67,3.24,4.22,90.154525,79.06,Optoelectronics,S16
1981,SiO2,125.8,Sputtering,PET,2.73,2.08,1.73,31.497369,73.26,Sensors,S14
1982,ITO,132.0,Sputtering,Glass,1.7,3.45,0.83,3.517217,90.67,Transparent Conductors,S3
1983,SnO2,122.2,Spin Coating,Silicon Wafer,2.34,2.87,1.87,37.128544,89.57,Transparent Conductors,S12
1984,ZnO,110.5,ALD,PET,2.72,2.42,1.78,83.353007,87.85,Sensors,S16
1985,SiO2,56.9,CVD,PET,2.31,2.38,4.96,5.898299,77.41,Optoelectronics,S11
1986,SnO2,90.0,Spin Coating,Quartz,2.19,3.34,2.5,86.153428,70.28,Optoelectronics,S4
1987,Al2O3,108.4,CVD,PET,2.67,2.37,1.35,89.561394,81.87,Transparent Conductors,S13
1988,MoS2,109.5,CVD,Glass,1.73,1.57,4.24,47.514457,76.78,Sensors,S7
1989,TiO2,123.2,CVD,Quartz,1.68,2.51,3.27,59.491794,94.67,Optoelectronics,S1
1990,SnO2,89.2,Sputtering,Quartz,2.78,3.41,2.59,87.850969,71.15,Transparent Conductors,S13
1991,MoS2,97.9,CVD,Glass,2.73,1.4,4.99,48.026755,94.82,Transparent Conductors,S12
1992,SiO2,114.9,ALD,Silicon Wafer,2.69,3.55,4.34,79.938299,86.24,Optoelectronics,S5
1993,ZnO,84.7,Sputtering,Silicon Wafer,1.74,1.58,3.13,91.01606,89.43,Solar Cells,S6
1994,MoS2,63.4,CVD,Silicon Wafer,1.87,1.35,3.96,55.792748,70.47,Optoelectronics,S4
1995,SiO2,119.9,Spin Coating,Glass,1.96,3.28,4.17,23.658877,79.77,Solar Cells,S4
1996,ZnO,153.3,Thermal Evaporation,Quartz,2.54,3.64,1.81,45.985166,85.2,Optoelectronics,S4
1997,SnO2,37.5,ALD,Quartz,2.15,1.69,0.72,83.173568,73.25,Optoelectronics,S4
1998,TiO2,67.4,Sputtering,Silicon Wafer,1.67,1.66,3.84,91.390365,88.93,Sensors,S22
1999,MoS2,81.6,Sputtering,Quartz,1.69,1.87,2.84,42.021123,75.23,Optoelectronics,S2
2000,SnO2,91.8,Thermal Evaporation,PET,2.41,2.94,4.01,80.810177,84.25,Optoelectronics,S5
2001,ITO,106.5,Sputtering,Silicon Wafer,2.23,2.76,2.66,28.573157,75.11,Transparent Conductors,S24
2002,SnO2,132.6,Sputtering,Glass,2.3,2.94,4.7,95.806234,78.28,Solar Cells,S24
2003,Graphene,101.4,Spin Coating,PET,2.93,2.02,1.95,51.305171,87.26,Solar Cells,S10
2004,SiO2,87.6,Thermal Evaporation,Quartz,2.81,1.0,2.62,27.033937,81.07,Transparent Conductors,S8
2005,ITO,27.4,Thermal Evaporation,Glass,2.61,1.68,3.26,82.956988,91.94,Transparent Conductors,S5
2006,Graphene,65.0,CVD,Silicon Wafer,2.68,3.63,3.47,47.31265,70.95,Solar Cells,S12
2007,Graphene,141.6,Sputtering,Silicon Wafer,1.54,1.18,4.99,15.766279,89.11,Optoelectronics,S10
2008,SnO2,35.3,ALD,PET,2.49,3.59,4.61,89.799527,89.7,Sensors,S21
2009,SnO2,71.1,ALD,Quartz,2.95,1.01,2.9,30.716537,79.42,Optoelectronics,S5
2010,ITO,105.2,CVD,Silicon Wafer,2.41,2.99,3.45,93.419698,79.67,Optoelectronics,S6
2011,SiO2,171.0,Sputtering,PET,1.78,1.8,0.67,62.210753,85.88,Sensors,S9
2012,ZnO,58.2,CVD,PET,2.08,2.44,0.71,75.299773,91.07,Solar Cells,S16
2013,Al2O3,90.8,Spin Coating,Glass,2.15,1.37,1.12,57.492147,73.67,Optoelectronics,S10
2014,ZnO,119.3,ALD,Quartz,2.04,1.39,1.94,25.931206,82.28,Solar Cells,S6
2015,ITO,78.2,CVD,Quartz,3.0,2.84,0.95,3.830791,91.62,Transparent Conductors,S24
2016,Graphene,72.2,Spin Coating,Quartz,2.09,3.49,2.79,22.665018,80.03,Optoelectronics,S9
2017,TiO2,124.7,Spin Coating,PET,2.77,1.18,2.62,86.59483,71.54,Sensors,S2
2018,ITO,77.4,ALD,PET,1.8,3.8,3.6,74.019378,81.13,Sensors,S2
2019,SnO2,89.4,Sputtering,PET,2.4,3.35,1.32,63.77391,77.72,Sensors,S14
2020,TiO2,128.2,Sputtering,PET,2.89,1.24,2.55,26.179659,92.09,Sensors,S9
2021,ITO,100.9,Sputtering,PET,2.79,1.14,1.75,70.143978,75.77,Sensors,S2
2022,SiO2,57.2,Spin Coating,PET,1.79,2.69,1.73,10.785338,93.67,Sensors,S20
2023,SnO2,137.3,CVD,Quartz,2.8,3.62,1.21,19.207819,73.58,Optoelectronics,S5
2024,Al2O3,83.1,Spin Coating,Quartz,2.57,1.06,1.59,74.795445,91.42,Solar Cells,S1
2025,TiO2,64.1,Sputtering,Quartz,2.09,2.77,2.52,70.096275,74.36,Transparent Conductors,S12
2026,Al2O3,93.4,ALD,PET,1.76,1.02,4.48,25.136746,79.48,Optoelectronics,S6
2027,Al2O3,110.5,Thermal Evaporation,PET,1.53,1.83,4.49,53.709946,79.84,Sensors,S3
2028,TiO2,29.1,ALD,Silicon Wafer,1.62,1.33,1.38,84.861175,80.29,Sensors,S16
2029,Graphene,96.4,Thermal Evaporation,PET,1.93,2.27,3.81,22.430016,85.01,Optoelectronics,S12
2030,MoS2,91.2,ALD,PET,1.69,1.75,2.66,7.605564,95.0,Sensors,S14
2031,SnO2,135.3,Spin Coating,Quartz,2.38,1.23,2.77,2.14068,75.45,Sensors,S15
2032,Al2O3,104.2,Thermal Evaporation,Silicon Wafer,2.04,1.83,1.81,88.266995,93.12,Solar Cells,S20
2033,Al2O3,129.9,CVD,PET,2.39,1.21,4.13,40.213409,80.41,Solar Cells,S6
2034,Graphene,108.6,ALD,Quartz,2.72,3.87,1.26,20.64762,86.87,Transparent Conductors,S13
2035,MoS2,92.8,ALD,Quartz,1.92,3.38,3.68,73.240577,83.16,Solar Cells,S24
2036,ZnO,61.7,Thermal Evaporation,Quartz,2.99,3.44,4.31,28.073664,77.84,Sensors,S9
2037,SiO2,109.6,Spin Coating,Quartz,2.61,3.27,3.76,55.880274,84.72,Sensors,S2
2038,ITO,153.3,Thermal Evaporation,PET,2.62,1.82,0.59,88.05562,75.35,Optoelectronics,S3
2039,TiO2,181.8,ALD,Quartz,2.34,1.32,1.59,98.666466,90.99,Sensors,S1
2040,Al2O3,138.3,ALD,Silicon Wafer,2.16,3.72,2.63,52.828338,82.49,Optoelectronics,S8
2041,ZnO,77.2,Spin Coating,PET,2.62,2.43,2.7,83.919923,73.39,Optoelectronics,S25
2042,MoS2,100.3,Sputtering,Glass,2.73,2.85,4.05,69.677848,82.71,Transparent Conductors,S7
2043,MoS2,115.8,Thermal Evaporation,Silicon Wafer,2.14,2.12,1.74,37.560929,74.2,Optoelectronics,S13
2044,TiO2,56.0,Sputtering,Quartz,2.85,2.9,3.51,80.674448,78.95,Optoelectronics,S4
2045,TiO2,105.2,Spin Coating,Silicon Wafer,2.25,1.85,3.04,23.092096,72.01,Transparent Conductors,S22
2046,SnO2,57.7,Sputtering,Glass,2.93,1.65,0.79,41.963856,84.64,Solar Cells,S6
2047,ITO,56.8,CVD,Glass,2.28,3.53,3.34,88.486357,94.57,Transparent Conductors,S6
2048,MoS2,88.2,Spin Coating,Glass,2.13,1.36,1.0,73.665962,73.19,Optoelectronics,S14
2049,SnO2,56.0,CVD,Glass,1.65,1.39,2.03,87.29955,79.08,Optoelectronics,S20
2050,SiO2,85.5,CVD,Silicon Wafer,2.04,3.74,0.85,46.95235,86.68,Solar Cells,S12
2051,ITO,111.2,ALD,PET,2.71,3.53,4.86,38.195104,73.79,Sensors,S4
2052,SiO2,54.7,Sputtering,Quartz,2.64,2.46,2.29,41.861895,91.06,Sensors,S2
2053,TiO2,81.9,ALD,Glass,2.76,2.52,3.63,16.490894,92.95,Transparent Conductors,S7
2054,ITO,125.6,CVD,Quartz,2.93,1.57,0.51,23.248162,93.8,Sensors,S9
2055,Graphene,85.8,Spin Coating,Silicon Wafer,2.01,1.22,4.66,54.861516,79.11,Solar Cells,S8
2056,ITO,130.1,ALD,Quartz,1.51,1.13,0.92,64.20873,70.31,Optoelectronics,S19
2057,MoS2,142.8,CVD,PET,2.52,2.2,1.95,36.717264,93.23,Optoelectronics,S22
2058,Al2O3,134.9,Spin Coating,Quartz,2.92,1.49,4.0,44.733878,74.07,Sensors,S16
2059,Al2O3,148.0,ALD,Quartz,2.45,2.24,4.69,60.183625,91.54,Transparent Conductors,S17
2060,Al2O3,129.8,Thermal Evaporation,Glass,1.58,1.46,2.1,92.374323,78.78,Transparent Conductors,S21
2061,SiO2,113.9,Spin Coating,PET,1.64,1.59,3.53,41.730973,92.41,Solar Cells,S20
2062,Al2O3,75.7,Spin Coating,Quartz,1.58,3.52,3.11,4.470375,92.42,Optoelectronics,S12
2063,ZnO,125.3,Thermal Evaporation,Silicon Wafer,1.52,2.49,3.15,10.000829,73.81,Sensors,S1
2064,ZnO,72.3,Spin Coating,Glass,2.6,1.03,2.98,37.654107,92.02,Transparent Conductors,S21
2065,ITO,132.4,Spin Coating,Glass,2.74,2.14,2.92,98.951384,93.96,Solar Cells,S14
2066,ITO,89.5,Sputtering,Quartz,2.68,2.49,0.8,44.873311,80.49,Transparent Conductors,S6
2067,TiO2,136.4,ALD,Quartz,2.35,2.68,1.44,85.909562,83.94,Solar Cells,S22
2068,TiO2,32.8,Sputtering,PET,2.09,1.24,1.7,2.064487,89.11,Transparent Conductors,S8
2069,MoS2,94.4,Thermal Evaporation,Quartz,1.53,3.98,1.1,29.782412,88.78,Transparent Conductors,S7
2070,ITO,80.1,ALD,Quartz,1.95,1.79,1.32,62.560827,70.18,Optoelectronics,S1
2071,MoS2,86.2,Sputtering,Glass,1.52,1.68,4.93,36.326245,78.38,Solar Cells,S9
2072,ITO,104.1,Thermal Evaporation,Silicon Wafer,1.88,2.39,2.83,59.914538,85.05,Optoelectronics,S16
2073,Al2O3,-1.2,Sputtering,PET,2.3,3.29,4.1,98.322964,73.2,Optoelectronics,S6
2074,MoS2,88.1,Sputtering,PET,1.93,3.9,2.68,3.814865,92.72,Sensors,S18
2075,MoS2,109.6,Spin Coating,Quartz,2.39,3.93,1.42,51.834888,75.85,Optoelectronics,S6
2076,SiO2,147.7,Thermal Evaporation,Glass,2.85,1.38,2.45,44.817687,82.21,Solar Cells,S10
2077,TiO2,116.1,CVD,PET,1.51,3.54,1.4,60.393749,86.71,Transparent Conductors,S22
2078,SnO2,34.8,CVD,Glass,2.64,1.18,0.51,53.234289,83.63,Sensors,S22
2079,Graphene,85.4,Sputtering,Silicon Wafer,1.87,1.01,1.74,26.97317,94.44,Sensors,S2
2080,SnO2,106.1,Thermal Evaporation,Silicon Wafer,2.36,1.87,3.53,22.045215,73.96,Transparent Conductors,S6
2081,ZnO,52.7,Thermal Evaporation,Quartz,2.19,3.87,1.1,14.935731,88.36,Optoelectronics,S10
2082,TiO2,139.9,ALD,Glass,2.61,1.49,4.78,31.14767,78.66,Solar Cells,S24
2083,ITO,79.2,Spin Coating,Silicon Wafer,2.94,2.38,4.39,40.592539,81.02,Optoelectronics,S16
2084,Al2O3,131.8,ALD,PET,2.87,2.46,4.86,23.582465,93.83,Sensors,S23
2085,TiO2,114.8,CVD,Glass,1.55,3.13,1.24,80.768279,70.66,Sensors,S25
